"","x"
"6138","8"
"6139","1"
"6140","1"
"6141","1"
"6142","0"
"6143","9"
"6144","16"
"6145","9"
"6146","4"
"6147","9"
"6148","1"
"6149","6"
"6150","0"
"6151","1"
"6152","1"
"6153","6"
"6154","8"
"6155","12"
"6156","1"
"6157","17"
"6158","9"
"6159","7"
"6160","11"
"6161","5"
"6162","8"
"6163","3"
"6164","5"
"6165","1"
"6166","0"
"6167","0"
"6168","11"
"6169","7"
"6170","7"
"6171","3"
"6172","11"
"6173","1"
"6174","8"
"6175","2"
"6176","0"
"6177","0"
"6178","2"
"6179","1"
"6180","13"
"6181","0"
"6182","2"
"6183","1"
"6184","8"
"6185","9"
"6186","4"
"6187","9"
"6188","0"
"6189","0"
"6190","0"
"6191","3"
"6192","7"
"6193","3"
"6194","0"
"6195","1"
"6196","2"
"6197","2"
"6198","5"
"6199","0"
"6200","0"
"6201","12"
"6202","0"
"6203","4"
"6204","3"
"6205","1"
"6206","6"
"6207","1"
"6208","1"
"6209","4"
"6210","0"
"6211","12"
"6212","7"
"6213","3"
"6214","0"
"6215","10"
"6216","0"
"6217","13"
"6218","4"
"6219","0"
"6220","9"
"6221","12"
"6222","14"
"6223","3"
"6224","2"
"6225","5"
"6226","1"
"6227","1"
"6228","1"
"6229","6"
"6230","5"
"6231","3"
"6232","6"
"6233","8"
"6234","0"
"6235","3"
"6236","1"
"6237","8"
"6238","1"
"6239","3"
"6240","0"
"6241","11"
"6242","10"
"6243","5"
"6244","1"
"6245","9"
"6246","4"
"6247","18"
"6248","9"
"6249","4"
"6250","4"
"6251","5"
"6252","0"
"6253","2"
"6254","13"
"6255","0"
"6256","3"
"6257","9"
"6258","4"
"6259","4"
"6260","1"
"6261","1"
"6262","0"
"6263","14"
"6264","14"
"6265","2"
"6266","0"
"6267","1"
"6268","1"
"6269","5"
"6270","1"
"6271","7"
"6272","4"
"6273","3"
"6274","7"
"6275","1"
"6276","7"
"6277","4"
"6278","10"
"6279","2"
"6280","3"
"6281","5"
"6282","3"
"6283","0"
"6284","3"
"6285","7"
"6286","13"
"6287","17"
"6288","15"
"6289","15"
"6290","11"
"6291","5"
"6292","9"
"6293","0"
"6294","7"
"6295","0"
"6296","13"
"6297","6"
"6298","1"
"6299","0"
"6300","1"
"6301","8"
"6302","2"
"6303","8"
"6304","12"
"6305","4"
"6306","1"
"6307","4"
"6308","12"
"6309","5"
"6310","1"
"6311","0"
"6312","5"
"6313","2"
"6314","2"
"6315","2"
"6316","16"
"6317","0"
"6318","0"
"6319","18"
"6320","9"
"6321","4"
"6322","10"
"6323","13"
"6324","6"
"6325","4"
"6326","1"
"6327","0"
"6328","15"
"6329","3"
"6330","8"
"6331","10"
"6332","2"
"6333","4"
"6334","1"
"6335","7"
"6336","1"
"6337","1"
"6338","1"
"6339","1"
"6340","8"
"6341","3"
"6342","0"
"6343","4"
"6344","3"
"6345","3"
"6346","0"
"6347","4"
"6348","1"
"6349","1"
"6350","3"
"6351","6"
"6352","12"
"6353","0"
"6354","3"
"6355","5"
"6356","18"
"6357","17"
"6358","17"
"6359","9"
"6360","1"
"6361","12"
"6362","0"
"6363","5"
"6364","0"
"6365","1"
"6366","5"
"6367","11"
"6368","5"
"6369","8"
"6370","2"
"6371","7"
"6372","1"
"6373","2"
"6374","1"
"6375","11"
"6376","14"
"6377","2"
"6378","5"
"6379","10"
"6380","8"
"6381","5"
"6382","16"
"6383","1"
"6384","5"
"6385","10"
"6386","3"
"6387","1"
"6388","5"
"6389","10"
"6390","1"
"6391","12"
"6392","1"
"6393","5"
"6394","3"
"6395","6"
"6396","5"
"6397","0"
"6398","12"
"6399","5"
"6400","2"
"6401","4"
"6402","8"
"6403","4"
"6404","3"
"6405","0"
"6406","3"
"6407","1"
"6408","1"
"6409","1"
"6410","10"
"6411","4"
"6412","7"
"6413","4"
"6414","1"
"6415","2"
"6416","2"
"6417","9"
"6418","1"
"6419","3"
"6420","4"
"6421","5"
"6422","19"
"6423","14"
"6424","0"
"6425","7"
"6426","17"
"6427","1"
"6428","16"
"6429","11"
"6430","2"
"6431","6"
"6432","7"
"6433","6"
"6434","2"
"6435","3"
"6436","3"
"6437","1"
"6438","10"
"6439","8"
"6440","6"
"6441","17"
"6442","0"
"6443","1"
"6444","2"
"6445","4"
"6446","3"
"6447","8"
"6448","1"
"6449","2"
"6450","5"
"6451","0"
"6452","1"
"6453","0"
"6454","2"
"6455","0"
"6456","3"
"6457","6"
"6458","0"
"6459","8"
"6460","5"
"6461","13"
"6462","8"
"6463","8"
"6464","12"
"6465","0"
"6466","16"
"6467","2"
"6468","3"
"6469","0"
"6470","2"
"6471","4"
"6472","15"
"6473","11"
"6474","1"
"6475","0"
"6476","0"
"6477","4"
"6478","3"
"6479","9"
"6480","2"
"6481","0"
"6482","14"
"6483","6"
"6484","8"
"6485","2"
"6486","5"
"6487","8"
"6488","5"
"6489","19"
"6490","17"
"6491","6"
"6492","0"
"6493","3"
"6494","0"
"6495","0"
"6496","1"
"6497","1"
"6498","1"
"6499","11"
"6500","6"
"6501","1"
"6502","0"
"6503","5"
"6504","2"
"6505","4"
"6506","2"
"6507","2"
"6508","1"
"6509","1"
"6510","1"
"6511","6"
"6512","5"
"6513","1"
"6514","0"
"6515","1"
"6516","12"
"6517","3"
"6518","1"
"6519","14"
"6520","6"
"6521","5"
"6522","4"
"6523","1"
"6524","11"
"6525","17"
"6526","1"
"6527","4"
"6528","0"
"6529","0"
"6530","14"
"6531","0"
"6532","6"
"6533","3"
"6534","2"
"6535","0"
"6536","1"
"6537","2"
"6538","1"
"6539","12"
"6540","9"
"6541","2"
"6542","16"
"6543","4"
"6544","11"
"6545","1"
"6546","2"
"6547","12"
"6548","11"
"6549","14"
"6550","9"
"6551","10"
"6552","9"
"6553","2"
"6554","5"
"6555","1"
"6556","0"
"6557","9"
"6558","4"
"6559","0"
"6560","16"
"6561","6"
"6562","0"
"6563","1"
"6564","9"
"6565","0"
"6566","6"
"6567","13"
"6568","9"
"6569","0"
"6570","1"
"6571","3"
"6572","4"
"6573","0"
"6574","0"
"6575","1"
"6576","4"
"6577","4"
"6578","5"
"6579","2"
"6580","0"
"6581","12"
"6582","4"
"6583","12"
"6584","2"
"6585","5"
"6586","1"
"6587","12"
"6588","3"
"6589","12"
"6590","8"
"6591","0"
"6592","0"
"6593","0"
"6594","4"
"6595","6"
"6596","2"
"6597","1"
"6598","2"
"6599","5"
"6600","4"
"6601","1"
"6602","5"
"6603","5"
"6604","7"
"6605","2"
"6606","8"
"6607","5"
"6608","4"
"6609","10"
"6610","5"
"6611","6"
"6612","4"
"6613","13"
"6614","10"
"6615","1"
"6616","10"
"6617","3"
"6618","4"
"6619","8"
"6620","0"
"6621","6"
"6622","3"
"6623","1"
"6624","5"
"6625","11"
"6626","2"
"6627","0"
"6628","11"
"6629","2"
"6630","12"
"6631","8"
"6632","5"
"6633","3"
"6634","1"
"6635","1"
"6636","3"
"6637","2"
"6638","8"
"6639","4"
"6640","1"
"6641","2"
"6642","1"
"6643","1"
"6644","6"
"6645","8"
"6646","19"
"6647","1"
"6648","6"
"6649","10"
"6650","9"
"6651","11"
"6652","4"
"6653","12"
"6654","10"
"6655","1"
"6656","1"
"6657","11"
"6658","6"
"6659","1"
"6660","11"
"6661","0"
"6662","2"
"6663","10"
"6664","11"
"6665","11"
"6666","6"
"6667","9"
"6668","19"
"6669","5"
"6670","2"
"6671","0"
"6672","1"
"6673","0"
"6674","6"
"6675","8"
"6676","12"
"6677","9"
"6678","9"
"6679","4"
"6680","3"
"6681","0"
"6682","1"
"6683","1"
"6684","3"
"6685","4"
"6686","3"
"6687","10"
"6688","1"
"6689","5"
"6690","11"
"6691","3"
"6692","2"
"6693","9"
"6694","1"
"6695","1"
"6696","13"
"6697","10"
"6698","7"
"6699","0"
"6700","17"
"6701","1"
"6702","6"
"6703","9"
"6704","2"
"6705","3"
"6706","8"
"6707","16"
"6708","10"
"6709","0"
"6710","2"
"6711","1"
"6712","1"
"6713","0"
"6714","15"
"6715","1"
"6716","4"
"6717","13"
"6718","7"
"6719","7"
"6720","0"
"6721","1"
"6722","13"
"6723","12"
"6724","4"
"6725","1"
"6726","2"
"6727","10"
"6728","9"
"6729","12"
"6730","1"
"6731","0"
"6732","9"
"6733","15"
"6734","8"
"6735","1"
"6736","17"
"6737","5"
"6738","5"
"6739","0"
"6740","0"
"6741","0"
"6742","6"
"6743","0"
"6744","1"
"6745","14"
"6746","1"
"6747","10"
"6748","1"
"6749","0"
"6750","1"
"6751","5"
"6752","0"
"6753","3"
"6754","1"
"6755","11"
"6756","1"
"6757","0"
"6758","1"
"6759","1"
"6760","12"
"6761","1"
"6762","11"
"6763","2"
"6764","1"
"6765","9"
"6766","3"
"6767","3"
"6768","7"
"6769","5"
"6770","1"
"6771","2"
"6772","1"
"6773","10"
"6774","1"
"6775","11"
"6776","0"
"6777","0"
"6778","17"
"6779","9"
"6780","7"
"6781","2"
"6782","4"
"6783","9"
"6784","9"
"6785","13"
"6786","13"
"6787","4"
"6788","0"
"6789","15"
"6790","0"
"6791","2"
"6792","9"
"6793","3"
"6794","14"
"6795","1"
"6796","6"
"6797","16"
"6798","0"
"6799","0"
"6800","1"
"6801","8"
"6802","16"
"6803","1"
"6804","14"
"6805","10"
"6806","6"
"6807","0"
"6808","3"
"6809","1"
"6810","2"
"6811","0"
"6812","5"
"6813","1"
"6814","0"
"6815","19"
"6816","7"
"6817","9"
"6818","1"
"6819","14"
"6820","6"
"6821","9"
"6822","3"
"6823","0"
"6824","7"
"6825","0"
"6826","2"
"6827","8"
"6828","0"
"6829","1"
"6830","7"
"6831","10"
"6832","4"
"6833","2"
"6834","1"
"6835","5"
"6836","5"
"6837","3"
"6838","7"
"6839","8"
"6840","15"
"6841","7"
"6842","12"
"6843","1"
"6844","2"
"6845","3"
"6846","4"
"6847","2"
"6848","3"
"6849","4"
"6850","1"
"6851","0"
"6852","2"
"6853","5"
"6854","7"
"6855","11"
"6856","1"
"6857","1"
"6858","4"
"6859","6"
"6860","1"
"6861","19"
"6862","15"
"6863","3"
"6864","4"
"6865","3"
"6866","1"
"6867","13"
"6868","2"
"6869","1"
"6870","1"
"6871","0"
"6872","1"
"6873","1"
"6874","10"
"6875","2"
"6876","0"
"6877","4"
"6878","0"
"6879","7"
"6880","14"
"6881","3"
"6882","13"
"6883","0"
"6884","0"
"6885","8"
"6886","0"
"6887","17"
"6888","10"
"6889","11"
"6890","8"
"6891","9"
"6892","3"
"6893","7"
"6894","3"
"6895","2"
"6896","9"
"6897","2"
"6898","9"
"6899","15"
"6900","4"
"6901","6"
"6902","2"
"6903","1"
"6904","5"
"6905","9"
"6906","17"
"6907","11"
"6908","8"
"6909","1"
"6910","10"
"6911","16"
"6912","0"
"6913","1"
"6914","2"
"6915","2"
"6916","0"
"6917","1"
"6918","11"
"6919","13"
"6920","11"
"6921","9"
"6922","2"
"6923","4"
"6924","3"
"6925","4"
"6926","15"
"6927","0"
"6928","4"
"6929","0"
"6930","8"
"6931","10"
"6932","5"
"6933","1"
"6934","3"
"6935","0"
"6936","1"
"6937","2"
"6938","10"
"6939","1"
"6940","7"
"6941","3"
"6942","4"
"6943","1"
"6944","0"
"6945","7"
"6946","3"
"6947","12"
"6948","10"
"6949","3"
"6950","1"
"6951","14"
"6952","13"
"6953","11"
"6954","11"
"6955","2"
"6956","2"
"6957","7"
"6958","9"
"6959","14"
"6960","3"
"6961","0"
"6962","5"
"6963","4"
"6964","4"
"6965","14"
"6966","9"
"6967","17"
"6968","16"
"6969","0"
"6970","3"
"6971","16"
"6972","8"
"6973","10"
"6974","0"
"6975","1"
"6976","0"
"6977","4"
"6978","15"
"6979","15"
"6980","11"
"6981","0"
"6982","1"
"6983","2"
"6984","6"
"6985","3"
"6986","1"
"6987","1"
"6988","0"
"6989","13"
"6990","8"
"6991","8"
"6992","7"
"6993","13"
"6994","12"
"6995","0"
"6996","5"
"6997","10"
"6998","11"
"6999","0"
"7000","7"
"7001","0"
"7002","6"
"7003","11"
"7004","3"
"7005","6"
"7006","5"
"7007","0"
"7008","1"
"7009","1"
"7010","7"
"7011","3"
"7012","5"
"7013","0"
"7014","12"
"7015","15"
"7016","8"
"7017","11"
"7018","0"
"7019","10"
"7020","5"
"7021","4"
"7022","0"
"7023","9"
"7024","13"
"7025","6"
"7026","0"
"7027","7"
"7028","4"
"7029","19"
"7030","2"
"7031","8"
"7032","7"
"7033","0"
"7034","3"
"7035","5"
"7036","0"
"7037","13"
"7038","0"
"7039","0"
"7040","13"
"7041","0"
"7042","11"
"7043","14"
"7044","16"
"7045","4"
"7046","9"
"7047","7"
"7048","15"
"7049","6"
"7050","14"
"7051","6"
"7052","7"
"7053","3"
"7054","1"
"7055","1"
"7056","17"
"7057","11"
"7058","4"
"7059","5"
"7060","1"
"7061","1"
"7062","6"
"7063","2"
"7064","1"
"7065","5"
"7066","4"
"7067","5"
"7068","14"
"7069","0"
"7070","8"
"7071","3"
"7072","2"
"7073","12"
"7074","2"
"7075","7"
"7076","0"
"7077","2"
"7078","8"
"7079","8"
"7080","2"
"7081","1"
"7082","3"
"7083","6"
"7084","6"
"7085","3"
"7086","16"
"7087","12"
"7088","17"
"7089","1"
"7090","4"
"7091","1"
"7092","1"
"7093","0"
"7094","5"
"7095","12"
"7096","0"
"7097","3"
"7098","9"
"7099","3"
"7100","1"
"7101","5"
"7102","12"
"7103","9"
"7104","18"
"7105","7"
"7106","1"
"7107","0"
"7108","3"
"7109","1"
"7110","1"
"7111","4"
"7112","3"
"7113","1"
"7114","15"
"7115","0"
"7116","0"
"7117","6"
"7118","3"
"7119","6"
"7120","8"
"7121","4"
"7122","12"
"7123","1"
"7124","0"
"7125","1"
"7126","3"
"7127","0"
"7128","17"
"7129","0"
"7130","1"
"7131","1"
"7132","17"
"7133","2"
"7134","4"
"7135","12"
"7136","6"
"7137","7"
"7138","9"
"7139","2"
"7140","11"
"7141","0"
"7142","16"
"7143","4"
"7144","5"
"7145","1"
"7146","0"
"7147","3"
"7148","1"
"7149","13"
"7150","0"
"7151","11"
"7152","1"
"7153","3"
"7154","8"
"7155","0"
"7156","7"
"7157","19"
"7158","8"
"7159","12"
"7160","1"
"7161","1"
"7162","0"
"7163","0"
"7164","0"
"7165","6"
"7166","0"
"7167","1"
"7168","1"
"7169","10"
"7170","12"
"7171","0"
"7172","3"
"7173","3"
"7174","12"
"7175","0"
"7176","9"
"7177","5"
"7178","4"
"7179","0"
"7180","3"
"7181","0"
"7182","0"
"7183","1"
"7184","0"
"7185","5"
"7186","3"
"7187","5"
"7188","0"
"7189","8"
"7190","7"
"7191","0"
"7192","7"
"7193","11"
"7194","4"
"7195","0"
"7196","1"
"7197","1"
"7198","5"
"7199","3"
"7200","8"
"7201","10"
"7202","3"
"7203","1"
"7204","1"
"7205","1"
"7206","0"
"7207","0"
"7208","7"
"7209","0"
"7210","1"
"7211","1"
"7212","3"
"7213","9"
"7214","14"
"7215","18"
"7216","4"
"7217","0"
"7218","2"
"7219","0"
"7220","6"
"7221","0"
"7222","0"
"7223","4"
"7224","11"
"7225","18"
"7226","1"
"7227","11"
"7228","0"
"7229","6"
"7230","6"
"7231","14"
"7232","8"
"7233","0"
"7234","0"
"7235","0"
"7236","13"
"7237","10"
"7238","10"
"7239","11"
"7240","0"
"7241","1"
"7242","0"
"7243","7"
"7244","0"
"7245","19"
"7246","0"
"7247","1"
"7248","17"
"7249","3"
"7250","0"
"7251","10"
"7252","1"
"7253","5"
"7254","6"
"7255","1"
"7256","1"
"7257","1"
"7258","10"
"7259","9"
"7260","6"
"7261","9"
"7262","1"
"7263","1"
"7264","5"
"7265","4"
"7266","2"
"7267","1"
"7268","1"
"7269","3"
"7270","9"
"7271","2"
"7272","1"
"7273","2"
"7274","4"
"7275","1"
"7276","10"
"7277","5"
"7278","4"
"7279","10"
"7280","1"
"7281","4"
"7282","3"
"7283","11"
"7284","9"
"7285","5"
"7286","1"
"7287","1"
"7288","9"
"7289","14"
"7290","9"
"7291","1"
"7292","1"
"7293","11"
"7294","1"
"7295","6"
"7296","1"
"7297","6"
"7298","12"
"7299","0"
"7300","1"
"7301","10"
"7302","10"
"7303","18"
"7304","3"
"7305","10"
"7306","9"
"7307","5"
"7308","6"
"7309","7"
"7310","1"
"7311","0"
"7312","4"
"7313","12"
"7314","6"
"7315","4"
"7316","5"
"7317","1"
"7318","10"
"7319","2"
"7320","5"
"7321","1"
"7322","0"
"7323","0"
"7324","1"
"7325","1"
"7326","9"
"7327","8"
"7328","10"
"7329","4"
"7330","4"
"7331","10"
"7332","1"
"7333","10"
"7334","14"
"7335","5"
"7336","2"
"7337","0"
"7338","4"
"7339","1"
"7340","11"
"7341","1"
"7342","8"
"7343","10"
"7344","3"
"7345","16"
"7346","0"
"7347","13"
"7348","10"
"7349","3"
"7350","12"
"7351","16"
"7352","11"
"7353","9"
"7354","1"
"7355","2"
"7356","0"
"7357","5"
"7358","0"
"7359","0"
"7360","4"
"7361","1"
"7362","4"
"7363","3"
"7364","14"
"7365","10"
"7366","10"
"7367","8"
"7368","0"
"7369","1"
"7370","9"
"7371","14"
"7372","10"
"7373","1"
"7374","4"
"7375","0"
"7376","9"
"7377","0"
"7378","0"
"7379","15"
"7380","1"
"7381","5"
"7382","4"
"7383","13"
"7384","14"
"7385","4"
"7386","3"
"7387","1"
"7388","14"
"7389","1"
"7390","7"
"7391","17"
"7392","0"
"7393","5"
"7394","1"
"7395","10"
"7396","10"
"7397","17"
"7398","1"
"7399","2"
"7400","5"
"7401","0"
"7402","17"
"7403","0"
"7404","9"
"7405","1"
"7406","8"
"7407","3"
"7408","5"
"7409","5"
"7410","1"
"7411","5"
"7412","11"
"7413","12"
"7414","15"
"7415","1"
"7416","5"
"7417","13"
"7418","9"
"7419","8"
"7420","13"
"7421","3"
"7422","11"
"7423","0"
"7424","12"
"7425","11"
"7426","1"
"7427","2"
"7428","0"
"7429","5"
"7430","7"
"7431","4"
"7432","0"
"7433","6"
"7434","9"
"7435","7"
"7436","9"
"7437","9"
"7438","2"
"7439","10"
"7440","1"
"7441","0"
"7442","1"
"7443","6"
"7444","7"
"7445","1"
"7446","10"
"7447","4"
"7448","8"
"7449","0"
"7450","3"
"7451","5"
"7452","6"
"7453","0"
"7454","7"
"7455","8"
"7456","6"
"7457","5"
"7458","7"
"7459","1"
"7460","3"
"7461","2"
"7462","9"
"7463","0"
"7464","3"
"7465","10"
"7466","11"
"7467","4"
"7468","0"
"7469","15"
"7470","3"
"7471","6"
"7472","11"
"7473","8"
"7474","1"
"7475","1"
"7476","16"
"7477","1"
"7478","9"
"7479","7"
"7480","0"
"7481","1"
"7482","11"
"7483","3"
"7484","3"
"7485","15"
"7486","10"
"7487","1"
"7488","3"
"7489","0"
"7490","6"
"7491","0"
"7492","12"
"7493","9"
"7494","16"
"7495","9"
"7496","1"
"7497","1"
"7498","0"
"7499","5"
"7500","0"
"7501","0"
"7502","10"
"7503","0"
"7504","0"
"7505","0"
"7506","0"
"7507","19"
"7508","0"
"7509","5"
"7510","0"
"7511","2"
"7512","4"
"7513","8"
"7514","3"
"7515","1"
"7516","12"
"7517","0"
"7518","1"
"7519","5"
"7520","7"
"7521","8"
"7522","1"
"7523","4"
"7524","5"
"7525","9"
"7526","5"
"7527","8"
"7528","1"
"7529","3"
"7530","3"
"7531","7"
"7532","7"
"7533","6"
"7534","14"
"7535","7"
"7536","3"
"7537","1"
"7538","8"
"7539","2"
"7540","7"
"7541","3"
"7542","1"
"7543","2"
"7544","0"
"7545","0"
"7546","5"
"7547","0"
"7548","9"
"7549","7"
"7550","6"
"7551","10"
"7552","1"
"7553","0"
"7554","14"
"7555","7"
"7556","1"
"7557","16"
"7558","1"
"7559","5"
"7560","0"
"7561","2"
"7562","3"
"7563","5"
"7564","7"
"7565","12"
"7566","2"
"7567","7"
"7568","6"
"7569","1"
"7570","0"
"7571","11"
"7572","11"
"7573","17"
"7574","0"
"7575","1"
"7576","5"
"7577","5"
"7578","2"
"7579","6"
"7580","4"
"7581","2"
"7582","2"
"7583","4"
"7584","0"
"7585","11"
"7586","0"
"7587","0"
"7588","5"
"7589","11"
"7590","17"
"7591","3"
"7592","4"
"7593","7"
"7594","8"
"7595","2"
"7596","10"
"7597","16"
"7598","1"
"7599","10"
"7600","5"
"7601","6"
"7602","1"
"7603","5"
"7604","2"
"7605","7"
"7606","10"
"7607","0"
"7608","0"
"7609","1"
"7610","12"
"7611","3"
"7612","4"
"7613","6"
"7614","8"
"7615","8"
"7616","1"
"7617","12"
"7618","0"
"7619","3"
"7620","5"
"7621","7"
"7622","9"
"7623","2"
"7624","3"
"7625","3"
"7626","17"
"7627","2"
"7628","12"
"7629","10"
"7630","9"
"7631","6"
"7632","0"
"7633","1"
"7634","10"
"7635","18"
"7636","15"
"7637","5"
"7638","0"
"7639","4"
"7640","10"
"7641","5"
"7642","0"
"7643","11"
"7644","6"
"7645","14"
"7646","0"
"7647","2"
"7648","4"
"7649","12"
"7650","14"
"7651","12"
"7652","1"
"7653","7"
"7654","17"
"7655","13"
"7656","4"
"7657","1"
"7658","3"
"7659","10"
"7660","13"
"7661","16"
"7662","4"
"7663","10"
"7664","0"
"7665","16"
"7666","7"
"7667","7"
"7668","0"
"7669","5"
"7670","0"
"7671","12"
"7672","1"
"7673","5"
"7674","6"
"7675","4"
"7676","12"
"7677","0"
"7678","1"
"7679","5"
"7680","4"
"7681","0"
"7682","11"
"7683","7"
"7684","3"
"7685","6"
"7686","5"
"7687","1"
"7688","6"
"7689","11"
"7690","2"
"7691","7"
"7692","4"
"7693","6"
"7694","0"
"7695","0"
"7696","12"
"7697","9"
"7698","1"
"7699","3"
"7700","0"
"7701","0"
"7702","0"
"7703","0"
"7704","2"
"7705","1"
"7706","13"
"7707","5"
"7708","16"
"7709","0"
"7710","5"
"7711","3"
"7712","7"
"7713","3"
"7714","18"
"7715","5"
"7716","8"
"7717","1"
"7718","13"
"7719","0"
"7720","12"
"7721","13"
"7722","11"
"7723","5"
"7724","1"
"7725","4"
"7726","2"
"7727","8"
"7728","14"
"7729","3"
"7730","1"
"7731","0"
"7732","4"
"7733","16"
"7734","1"
"7735","3"
"7736","0"
"7737","0"
"7738","5"
"7739","2"
"7740","12"
"7741","8"
"7742","5"
"7743","2"
"7744","1"
"7745","16"
"7746","5"
"7747","0"
"7748","2"
"7749","1"
"7750","6"
"7751","13"
"7752","1"
"7753","0"
"7754","7"
"7755","15"
"7756","0"
"7757","2"
"7758","6"
"7759","17"
"7760","6"
"7761","9"
"7762","10"
"7763","13"
"7764","1"
"7765","0"
"7766","13"
"7767","15"
"7768","13"
"7769","0"
"7770","0"
"7771","1"
"7772","7"
"7773","0"
"7774","3"
"7775","13"
"7776","2"
"7777","6"
"7778","7"
"7779","0"
"7780","0"
"7781","1"
"7782","0"
"7783","18"
"7784","0"
"7785","10"
"7786","1"
"7787","5"
"7788","13"
"7789","10"
"7790","5"
"7791","12"
"7792","0"
"7793","12"
"7794","4"
"7795","1"
"7796","11"
"7797","1"
"7798","0"
"7799","8"
"7800","14"
"7801","1"
"7802","7"
"7803","0"
"7804","10"
"7805","1"
"7806","1"
"7807","7"
"7808","13"
"7809","1"
"7810","0"
"7811","7"
"7812","0"
"7813","0"
"7814","5"
"7815","3"
"7816","12"
"7817","8"
"7818","0"
"7819","10"
"7820","11"
"7821","3"
"7822","12"
"7823","4"
"7824","2"
"7825","8"
"7826","5"
"7827","1"
"7828","3"
"7829","2"
"7830","10"
"7831","7"
"7832","15"
"7833","0"
"7834","0"
"7835","8"
"7836","7"
"7837","8"
"7838","4"
"7839","15"
"7840","14"
"7841","0"
"7842","2"
"7843","5"
"7844","9"
"7845","0"
"7846","8"
"7847","2"
"7848","5"
"7849","9"
"7850","12"
"7851","11"
"7852","15"
"7853","2"
"7854","7"
"7855","10"
"7856","4"
"7857","0"
"7858","2"
"7859","0"
"7860","10"
"7861","9"
"7862","10"
"7863","8"
"7864","2"
"7865","18"
"7866","9"
"7867","0"
"7868","0"
"7869","16"
"7870","3"
"7871","2"
"7872","6"
"7873","11"
"7874","11"
"7875","2"
"7876","3"
"7877","0"
"7878","8"
"7879","5"
"7880","5"
"7881","2"
"7882","10"
"7883","10"
"7884","19"
"7885","19"
"7886","0"
"7887","1"
"7888","2"
"7889","10"
"7890","8"
"7891","2"
"7892","0"
"7893","1"
"7894","13"
"7895","4"
"7896","8"
"7897","5"
"7898","8"
"7899","5"
"7900","4"
"7901","0"
"7902","6"
"7903","4"
"7904","11"
"7905","5"
"7906","13"
"7907","0"
"7908","1"
"7909","5"
"7910","8"
"7911","0"
"7912","0"
"7913","12"
"7914","1"
"7915","9"
"7916","10"
"7917","0"
"7918","5"
"7919","8"
"7920","0"
"7921","17"
"7922","11"
"7923","1"
"7924","5"
"7925","2"
"7926","0"
"7927","3"
"7928","4"
"7929","11"
"7930","0"
"7931","2"
"7932","12"
"7933","6"
"7934","3"
"7935","3"
"7936","5"
"7937","12"
"7938","8"
"7939","0"
"7940","14"
"7941","1"
"7942","0"
"7943","10"
"7944","2"
"7945","7"
"7946","1"
"7947","0"
"7948","0"
"7949","1"
"7950","0"
"7951","2"
"7952","0"
"7953","1"
"7954","16"
"7955","0"
"7956","8"
"7957","4"
"7958","0"
"7959","2"
"7960","3"
"7961","1"
"7962","8"
"7963","0"
"7964","8"
"7965","10"
"7966","0"
"7967","7"
"7968","5"
"7969","5"
"7970","10"
"7971","7"
"7972","6"
"7973","0"
"7974","0"
"7975","4"
"7976","9"
"7977","12"
"7978","9"
"7979","13"
"7980","1"
"7981","2"
"7982","12"
"7983","3"
"7984","0"
"7985","8"
"7986","0"
"7987","1"
"7988","10"
"7989","0"
"7990","16"
"7991","1"
"7992","10"
"7993","0"
"7994","4"
"7995","5"
"7996","15"
"7997","12"
"7998","0"
"7999","3"
"8000","0"
"8001","0"
"8002","0"
"8003","6"
"8004","0"
"8005","6"
"8006","2"
"8007","4"
"8008","2"
"8009","0"
"8010","1"
"8011","7"
"8012","8"
"8013","9"
"8014","1"
"8015","12"
"8016","4"
"8017","0"
"8018","8"
"8019","1"
"8020","12"
"8021","0"
"8022","3"
"8023","3"
"8024","4"
"8025","1"
"8026","0"
"8027","5"
"8028","3"
"8029","16"
"8030","7"
"8031","3"
"8032","1"
"8033","8"
"8034","5"
"8035","0"
"8036","1"
"8037","4"
"8038","12"
"8039","11"
"8040","2"
"8041","5"
"8042","3"
"8043","2"
"8044","8"
"8045","4"
"8046","0"
"8047","4"
"8048","8"
"8049","10"
"8050","0"
"8051","2"
"8052","5"
"8053","1"
"8054","5"
"8055","4"
"8056","4"
"8057","0"
"8058","2"
"8059","12"
"8060","3"
"8061","0"
"8062","10"
"8063","2"
"8064","2"
"8065","5"
"8066","14"
"8067","0"
"8068","2"
"8069","16"
"8070","0"
"8071","10"
"8072","15"
"8073","3"
"8074","1"
"8075","3"
"8076","9"
"8077","8"
"8078","0"
"8079","17"
"8080","1"
"8081","0"
"8082","0"
"8083","0"
"8084","1"
"8085","0"
"8086","9"
"8087","1"
"8088","3"
"8089","5"
"8090","5"
"8091","1"
"8092","0"
"8093","4"
"8094","2"
"8095","6"
"8096","1"
"8097","3"
"8098","4"
"8099","8"
"8100","13"
"8101","16"
"8102","9"
"8103","0"
"8104","2"
"8105","0"
"8106","4"
"8107","3"
"8108","0"
"8109","8"
"8110","1"
"8111","1"
"8112","8"
"8113","2"
"8114","9"
"8115","15"
"8116","8"
"8117","0"
"8118","6"
"8119","8"
"8120","3"
"8121","1"
"8122","2"
"8123","0"
"8124","0"
"8125","2"
"8126","0"
"8127","19"
"8128","0"
"8129","9"
"8130","1"
"8131","8"
"8132","6"
"8133","0"
"8134","3"
"8135","4"
"8136","2"
